id,date,source_medium,sessions,users,new_users,transactions,purchase_revenue,add_to_carts,checkouts,created_at
922,2025-06-05,linktr.ee / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
923,2025-06-05,{{site_source_name}} / paid,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
828,2025-06-06,facebook / paid,137,136,134,0,0.00,5,3,2026-03-13 11:32:56.196348+00
840,2025-06-06,l.instagram.com / referral,42,36,35,0,0.00,0,0,2026-03-13 11:32:56.196348+00
842,2025-06-06,ig / Instagram_Feed,40,37,35,0,0.00,0,0,2026-03-13 11:32:56.196348+00
853,2025-06-06,ig / Instagram_Stories,22,20,20,0,0.00,0,0,2026-03-13 11:32:56.196348+00
861,2025-06-06,google / cpc,14,10,7,0,0.00,2,2,2026-03-13 11:32:56.196348+00
869,2025-06-06,(direct) / (none),11,11,9,1,82.70,1,1,2026-03-13 11:32:56.196348+00
877,2025-06-06,ig / Instagram_Reels,7,7,7,0,0.00,0,0,2026-03-13 11:32:56.196348+00
882,2025-06-06,(not set),5,5,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
883,2025-06-06,google / organic,5,4,4,1,70.29,1,0,2026-03-13 11:32:56.196348+00
884,2025-06-06,ig / Others,5,5,5,0,0.00,0,0,2026-03-13 11:32:56.196348+00
900,2025-06-06,ig / Instagram_Explore,3,3,2,0,0.00,0,0,2026-03-13 11:32:56.196348+00
901,2025-06-06,shopify_email / email,3,2,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
912,2025-06-06,bing / organic,2,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
913,2025-06-06,linkedin.com / referral,2,2,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
924,2025-06-06,IGShopping / Social,1,1,1,0,0.00,1,1,2026-03-13 11:32:56.196348+00
925,2025-06-06,facebook / Instagram_Feed,1,1,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
926,2025-06-06,instagram.com / paid,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
927,2025-06-06,instagram.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
836,2025-06-07,facebook / paid,48,48,47,0,0.00,1,1,2026-03-13 11:32:56.196348+00
847,2025-06-07,ig / Instagram_Feed,25,25,24,1,35.00,1,1,2026-03-13 11:32:56.196348+00
848,2025-06-07,l.instagram.com / referral,25,22,20,1,82.70,1,1,2026-03-13 11:32:56.196348+00
860,2025-06-07,(direct) / (none),17,13,11,0,0.00,0,0,2026-03-13 11:32:56.196348+00
862,2025-06-07,google / cpc,14,10,7,0,0.00,0,0,2026-03-13 11:32:56.196348+00
874,2025-06-07,ig / Instagram_Reels,9,9,9,0,0.00,0,0,2026-03-13 11:32:56.196348+00
876,2025-06-07,ig / Instagram_Stories,8,8,7,0,0.00,0,0,2026-03-13 11:32:56.196348+00
885,2025-06-07,google / organic,5,5,5,1,105.93,2,3,2026-03-13 11:32:56.196348+00
902,2025-06-07,(not set),3,3,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
914,2025-06-07,linktr.ee / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:56.196348+00
928,2025-06-07,(not set) / paid,1,1,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
929,2025-06-07,admin.shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
930,2025-06-07,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
931,2025-06-07,ig / Others,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
829,2025-06-08,ig / Instagram_Feed,103,101,101,0,0.00,0,0,2026-03-13 11:32:56.196348+00
835,2025-06-08,facebook / paid,51,51,51,0,0.00,0,0,2026-03-13 11:32:56.196348+00
843,2025-06-08,l.instagram.com / referral,36,36,35,0,0.00,3,1,2026-03-13 11:32:56.196348+00
849,2025-06-08,google / cpc,25,20,18,0,0.00,0,0,2026-03-13 11:32:56.196348+00
855,2025-06-08,ig / Instagram_Stories,21,21,21,0,0.00,0,0,2026-03-13 11:32:56.196348+00
863,2025-06-08,(direct) / (none),14,14,14,0,0.00,0,0,2026-03-13 11:32:56.196348+00
864,2025-06-08,google / organic,13,12,11,0,0.00,0,0,2026-03-13 11:32:56.196348+00
878,2025-06-08,ig / Instagram_Reels,7,7,7,0,0.00,0,0,2026-03-13 11:32:56.196348+00
886,2025-06-08,(not set),5,4,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
903,2025-06-08,linktr.ee / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:56.196348+00
915,2025-06-08,facebook / Instagram_Feed,2,2,2,0,0.00,0,0,2026-03-13 11:32:56.196348+00
916,2025-06-08,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:56.196348+00
917,2025-06-08,instagram.com / paid,2,2,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
918,2025-06-08,linkedin.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:56.196348+00
932,2025-06-08,meta.com / paid,1,1,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
834,2025-06-09,ig / Instagram_Feed,61,61,60,0,0.00,0,0,2026-03-13 11:32:56.196348+00
844,2025-06-09,l.instagram.com / referral,29,28,28,0,0.00,1,0,2026-03-13 11:32:56.196348+00
845,2025-06-09,(direct) / (none),26,25,22,0,0.00,0,0,2026-03-13 11:32:56.196348+00
846,2025-06-09,facebook / paid,26,26,26,0,0.00,0,0,2026-03-13 11:32:56.196348+00
850,2025-06-09,google / cpc,24,18,14,0,0.00,0,0,2026-03-13 11:32:56.196348+00
865,2025-06-09,ig / Instagram_Stories,13,13,13,0,0.00,0,0,2026-03-13 11:32:56.196348+00
879,2025-06-09,google / organic,7,7,7,0,0.00,0,0,2026-03-13 11:32:56.196348+00
887,2025-06-09,(not set),5,5,3,0,0.00,0,0,2026-03-13 11:32:56.196348+00
888,2025-06-09,ig / Instagram_Reels,5,5,5,0,0.00,0,0,2026-03-13 11:32:56.196348+00
896,2025-06-09,(not set) / paid,4,4,4,0,0.00,0,0,2026-03-13 11:32:56.196348+00
897,2025-06-09,facebook.com / referral,4,4,4,0,0.00,0,0,2026-03-13 11:32:56.196348+00
904,2025-06-09,linktr.ee / referral,3,3,2,0,0.00,0,0,2026-03-13 11:32:56.196348+00
933,2025-06-09,IGShopping / Social,1,1,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
934,2025-06-09,ig / Others,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
935,2025-06-09,linkedin.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
936,2025-06-09,shopify_email / email,1,1,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
830,2025-06-10,ig / Instagram_Feed,96,95,94,0,0.00,0,0,2026-03-13 11:32:56.196348+00
833,2025-06-10,facebook / paid,64,64,60,0,0.00,0,0,2026-03-13 11:32:56.196348+00
837,2025-06-10,l.instagram.com / referral,45,42,40,0,0.00,0,0,2026-03-13 11:32:56.196348+00
841,2025-06-10,ig / Instagram_Stories,41,40,41,0,0.00,0,0,2026-03-13 11:32:56.196348+00
851,2025-06-10,google / cpc,23,16,13,0,0.00,0,0,2026-03-13 11:32:56.196348+00
857,2025-06-10,(direct) / (none),20,19,16,0,0.00,0,0,2026-03-13 11:32:56.196348+00
859,2025-06-10,ig / Instagram_Reels,19,19,19,0,0.00,0,0,2026-03-13 11:32:56.196348+00
881,2025-06-10,ig / Others,6,5,5,0,0.00,0,0,2026-03-13 11:32:56.196348+00
889,2025-06-10,(not set),5,5,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
890,2025-06-10,google / organic,5,5,5,0,0.00,0,0,2026-03-13 11:32:56.196348+00
891,2025-06-10,linkedin.com / referral,5,4,4,0,0.00,1,1,2026-03-13 11:32:56.196348+00
892,2025-06-10,shopify_email / email,5,2,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
919,2025-06-10,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:56.196348+00
920,2025-06-10,pagbrasil.lightning.force.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:56.196348+00
937,2025-06-10,ig / Instagram_Explore,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
938,2025-06-10,linktr.ee / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
839,2025-06-11,facebook / paid,44,43,41,0,0.00,3,1,2026-03-13 11:32:56.196348+00
856,2025-06-11,ig / Instagram_Feed,21,21,21,0,0.00,0,0,2026-03-13 11:32:56.196348+00
858,2025-06-11,l.instagram.com / referral,20,20,20,0,0.00,1,1,2026-03-13 11:32:56.196348+00
867,2025-06-11,google / cpc,12,8,4,0,0.00,0,0,2026-03-13 11:32:56.196348+00
870,2025-06-11,ig / Instagram_Reels,11,11,11,0,0.00,0,0,2026-03-13 11:32:56.196348+00
875,2025-06-11,(direct) / (none),9,9,8,0,0.00,9,1,2026-03-13 11:32:56.196348+00
880,2025-06-11,google / organic,7,6,4,0,0.00,4,2,2026-03-13 11:32:56.196348+00
898,2025-06-11,ig / Instagram_Stories,4,4,4,0,0.00,0,0,2026-03-13 11:32:56.196348+00
905,2025-06-11,(not set),3,3,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
906,2025-06-11,facebook.com / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:56.196348+00
939,2025-06-11,admin.shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:56.196348+00
940,2025-06-11,ig / Others,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
941,2025-06-11,linktr.ee / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:56.196348+00
950,2025-06-12,fb / paid,99,98,97,0,0.00,1,0,2026-03-13 11:32:57.121593+00
973,2025-06-12,fb / Facebook_Right_Column,17,17,17,0,0.00,0,0,2026-03-13 11:32:57.121593+00
979,2025-06-12,google / organic,11,7,4,0,0.00,1,1,2026-03-13 11:32:57.121593+00
991,2025-06-12,an / paid,5,5,5,0,0.00,0,0,2026-03-13 11:32:57.121593+00
992,2025-06-12,linktr.ee / referral,5,3,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
997,2025-06-12,google / cpc,4,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
998,2025-06-12,ig / Instagram_Feed,4,3,3,0,0.00,0,0,2026-03-13 11:32:57.121593+00
999,2025-06-12,meta / cpc,4,4,4,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1010,2025-06-12,(data not available),2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1011,2025-06-12,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1012,2025-06-12,ig / Instagram_Reels,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1013,2025-06-12,ig / paid,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1027,2025-06-12,m.facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
960,2025-06-12,(direct) / (none),48,46,44,0,0.00,0,0,2026-03-13 11:32:57.121593+00
961,2025-06-12,l.instagram.com / referral,39,37,37,1,136.50,6,8,2026-03-13 11:32:57.121593+00
964,2025-06-12,facebook / paid,29,28,27,0,0.00,0,0,2026-03-13 11:32:57.121593+00
947,2025-06-13,facebook / paid,156,156,153,0,0.00,1,0,2026-03-13 11:32:57.121593+00
948,2025-06-13,an / an,128,111,110,0,0.00,2,0,2026-03-13 11:32:57.121593+00
976,2025-06-13,google / organic,16,13,9,0,0.00,0,0,2026-03-13 11:32:57.121593+00
977,2025-06-13,fb / Facebook_Mobile_Feed,12,12,12,0,0.00,0,0,2026-03-13 11:32:57.121593+00
984,2025-06-13,google / cpc,8,7,6,0,0.00,0,0,2026-03-13 11:32:57.121593+00
985,2025-06-13,ig / Instagram_Stories,8,8,8,0,0.00,0,0,2026-03-13 11:32:57.121593+00
987,2025-06-13,(not set),6,6,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
993,2025-06-13,fb / Others,5,5,5,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1000,2025-06-13,fb / Facebook_Mobile_Reels,4,4,4,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1001,2025-06-13,fb / paid,4,3,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1014,2025-06-13,linktr.ee / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1015,2025-06-13,m.facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1028,2025-06-13,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1029,2025-06-13,fb / Facebook_Instream_Video,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1030,2025-06-13,ig / Instagram_Reels,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1031,2025-06-13,ig / Others,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1032,2025-06-13,{{site_source_name}} / {{placement}},1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
956,2025-06-13,ig / Instagram_Feed,69,68,69,0,0.00,0,0,2026-03-13 11:32:57.121593+00
958,2025-06-13,l.instagram.com / referral,56,55,54,2,255.08,14,8,2026-03-13 11:32:57.121593+00
967,2025-06-13,(direct) / (none),23,22,19,1,78.56,2,1,2026-03-13 11:32:57.121593+00
946,2025-06-14,an / an,179,158,150,0,0.00,0,0,2026-03-13 11:32:57.121593+00
955,2025-06-14,ig / Instagram_Feed,73,73,73,0,0.00,0,0,2026-03-13 11:32:57.121593+00
971,2025-06-14,l.instagram.com / referral,18,18,18,2,68.25,2,2,2026-03-13 11:32:57.121593+00
980,2025-06-14,(direct) / (none),11,10,7,0,0.00,0,0,2026-03-13 11:32:57.121593+00
988,2025-06-14,google / cpc,6,5,4,0,0.00,0,0,2026-03-13 11:32:57.121593+00
994,2025-06-14,linkedin.com / referral,5,5,5,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1002,2025-06-14,(not set),4,4,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1003,2025-06-14,fb / Facebook_Mobile_Feed,4,4,4,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1007,2025-06-14,fb / Others,3,3,3,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1008,2025-06-14,google / organic,3,3,4,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1016,2025-06-14,fb / Facebook_Stories,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1033,2025-06-14,br.search.yahoo.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1034,2025-06-14,fb / Facebook_Instream_Video,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
957,2025-06-14,facebook / paid,59,59,57,0,0.00,1,0,2026-03-13 11:32:57.121593+00
942,2025-06-15,facebook / paid,483,482,485,0,0.00,0,0,2026-03-13 11:32:57.121593+00
952,2025-06-15,an / an,84,82,69,0,0.00,0,0,2026-03-13 11:32:57.121593+00
972,2025-06-15,m.facebook.com / referral,18,18,18,0,0.00,0,0,2026-03-13 11:32:57.121593+00
981,2025-06-15,ig / Instagram_Feed,11,11,11,0,0.00,0,0,2026-03-13 11:32:57.121593+00
986,2025-06-15,google / cpc,8,8,8,0,0.00,0,0,2026-03-13 11:32:57.121593+00
995,2025-06-15,(not set),5,5,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1009,2025-06-15,m.facebook.com / paid,3,3,3,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1017,2025-06-15,fb / Facebook_Mobile_Feed,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1018,2025-06-15,google / organic,2,2,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1019,2025-06-15,l.facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1035,2025-06-15,(data not available),1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
959,2025-06-15,fb / paid,51,50,47,0,0.00,0,0,2026-03-13 11:32:57.121593+00
962,2025-06-15,(direct) / (none),30,29,27,0,0.00,1,2,2026-03-13 11:32:57.121593+00
963,2025-06-15,l.instagram.com / referral,30,29,29,0,0.00,1,0,2026-03-13 11:32:57.121593+00
969,2025-06-15,facebook.com / referral,22,22,22,0,0.00,0,0,2026-03-13 11:32:57.121593+00
943,2025-06-16,facebook / paid,427,425,424,0,0.00,0,0,2026-03-13 11:32:57.121593+00
951,2025-06-16,fb / paid,88,88,83,0,0.00,0,0,2026-03-13 11:32:57.121593+00
953,2025-06-16,(direct) / (none),76,71,63,0,0.00,1,1,2026-03-13 11:32:57.121593+00
989,2025-06-16,google / organic,6,6,6,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1020,2025-06-16,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1021,2025-06-16,google / cpc,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1022,2025-06-16,l.facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1036,2025-06-16,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1037,2025-06-16,IGShopping / Social,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1038,2025-06-16,admin.shopify.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1039,2025-06-16,bing / organic,1,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1040,2025-06-16,br.search.yahoo.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1041,2025-06-16,linktr.ee / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1042,2025-06-16,shopify_email / email,1,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
966,2025-06-16,l.instagram.com / referral,27,27,26,0,0.00,2,2,2026-03-13 11:32:57.121593+00
944,2025-06-17,facebook / paid,231,230,227,0,0.00,0,0,2026-03-13 11:32:57.121593+00
949,2025-06-17,fb / paid,105,104,98,0,0.00,1,0,2026-03-13 11:32:57.121593+00
954,2025-06-17,(direct) / (none),75,67,54,0,0.00,0,0,2026-03-13 11:32:57.121593+00
974,2025-06-17,google / organic,17,14,12,0,0.00,1,0,2026-03-13 11:32:57.121593+00
1004,2025-06-17,(not set),4,3,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1023,2025-06-17,admin.shopify.com / referral,2,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1024,2025-06-17,google / cpc,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1025,2025-06-17,shopify_email / email,2,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1043,2025-06-17,adsmanager.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1044,2025-06-17,an / paid,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1045,2025-06-17,bing / organic,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1046,2025-06-17,lm.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:57.121593+00
968,2025-06-17,l.instagram.com / referral,23,22,22,1,84.40,3,3,2026-03-13 11:32:57.121593+00
945,2025-06-18,facebook / paid,197,196,191,0,0.00,2,0,2026-03-13 11:32:57.121593+00
970,2025-06-18,l.instagram.com / referral,19,17,17,0,0.00,0,0,2026-03-13 11:32:57.121593+00
975,2025-06-18,google / organic,17,12,9,0,0.00,5,2,2026-03-13 11:32:57.121593+00
978,2025-06-18,fb / paid,12,12,12,0,0.00,0,0,2026-03-13 11:32:57.121593+00
982,2025-06-18,google / cpc,11,10,11,0,0.00,0,0,2026-03-13 11:32:57.121593+00
983,2025-06-18,facebook.com / referral,9,9,9,0,0.00,0,0,2026-03-13 11:32:57.121593+00
990,2025-06-18,ig / paid,6,6,6,0,0.00,0,0,2026-03-13 11:32:57.121593+00
996,2025-06-18,m.facebook.com / referral,5,5,5,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1005,2025-06-18,(not set),4,4,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1006,2025-06-18,linkedin.com / referral,4,3,2,0,0.00,2,0,2026-03-13 11:32:57.121593+00
1026,2025-06-18,google / product_sync,2,2,2,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1047,2025-06-18,(data not available),1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
1048,2025-06-18,bing / organic,1,1,0,0,0.00,40,0,2026-03-13 11:32:57.121593+00
1049,2025-06-18,hs_email / email,1,1,1,0,0.00,0,0,2026-03-13 11:32:57.121593+00
965,2025-06-18,(direct) / (none),28,23,19,0,0.00,2,2,2026-03-13 11:32:57.121593+00
1052,2025-06-19,facebook / paid,236,230,228,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1067,2025-06-19,l.instagram.com / referral,21,20,18,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1073,2025-06-19,google / organic,14,11,8,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1114,2025-06-19,shopify_email / email,2,2,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1124,2025-06-19,linkedin.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1125,2025-06-19,meta / cpc,1,1,0,1,35.00,0,1,2026-03-13 11:32:58.182928+00
1077,2025-06-19,(direct) / (none),12,12,10,0,0.00,13,3,2026-03-13 11:32:58.182928+00
1086,2025-06-19,ig / paid,6,6,6,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1092,2025-06-19,(not set),5,5,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1093,2025-06-19,google / cpc,5,4,4,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1098,2025-06-19,bing / organic,4,1,0,0,0.00,2,0,2026-03-13 11:32:58.182928+00
1113,2025-06-19,facebook.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1055,2025-06-20,facebook / paid,206,202,202,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1059,2025-06-20,ig / paid,67,67,68,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1075,2025-06-20,(direct) / (none),13,12,11,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1115,2025-06-20,shopify.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1126,2025-06-20,(not set),1,1,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1127,2025-06-20,facebook / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1128,2025-06-20,shopify_email / email,1,1,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1076,2025-06-20,google / organic,13,11,4,0,0.00,6,0,2026-03-13 11:32:58.182928+00
1078,2025-06-20,l.instagram.com / referral,12,12,12,0,0.00,1,0,2026-03-13 11:32:58.182928+00
1087,2025-06-20,linktr.ee / referral,6,4,2,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1102,2025-06-20,facebook.com / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1103,2025-06-20,google / cpc,3,3,2,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1104,2025-06-20,google / product_sync,3,3,3,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1051,2025-06-21,facebook / paid,270,267,263,1,35.00,1,1,2026-03-13 11:32:58.182928+00
1061,2025-06-21,l.instagram.com / referral,44,43,44,0,0.00,1,0,2026-03-13 11:32:58.182928+00
1071,2025-06-21,(direct) / (none),15,15,15,0,0.00,6,1,2026-03-13 11:32:58.182928+00
1129,2025-06-21,google / product_sync,1,1,1,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1088,2025-06-21,google / cpc,6,4,7,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1094,2025-06-21,google / organic,5,4,4,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1095,2025-06-21,linktr.ee / referral,5,1,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1099,2025-06-21,(not set),4,4,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1050,2025-06-22,facebook / paid,307,301,300,0,0.00,2,2,2026-03-13 11:32:58.182928+00
1058,2025-06-22,ig / paid,80,80,80,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1062,2025-06-22,l.instagram.com / referral,36,36,35,0,0.00,1,1,2026-03-13 11:32:58.182928+00
1074,2025-06-22,(direct) / (none),14,13,9,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1082,2025-06-22,google / organic,8,6,4,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1089,2025-06-22,google / cpc,6,6,5,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1090,2025-06-22,google / product_sync,6,6,6,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1096,2025-06-22,linktr.ee / referral,5,1,2,0,0.00,1,1,2026-03-13 11:32:58.182928+00
1105,2025-06-22,(not set),3,3,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1106,2025-06-22,facebook.com / referral,3,3,3,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1054,2025-06-23,facebook / paid,226,224,225,0,0.00,2,0,2026-03-13 11:32:58.182928+00
1057,2025-06-23,ig / paid,82,82,82,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1066,2025-06-23,l.instagram.com / referral,23,22,19,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1068,2025-06-23,(direct) / (none),19,18,16,1,82.87,1,1,2026-03-13 11:32:58.182928+00
1069,2025-06-23,google / organic,17,12,9,0,0.00,4,2,2026-03-13 11:32:58.182928+00
1116,2025-06-23,(not set),2,2,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1117,2025-06-23,away.vk.com / referral,2,2,2,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1118,2025-06-23,shopify_email / email,2,2,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1130,2025-06-23,IGShopping / Social,1,1,1,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1131,2025-06-23,bing / organic,1,1,0,0,0.00,3,2,2026-03-13 11:32:58.182928+00
1132,2025-06-23,facebook.com / referral,1,1,1,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1084,2025-06-23,google / product_sync,7,7,7,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1091,2025-06-23,google / cpc,6,6,5,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1100,2025-06-23,linktr.ee / referral,4,3,1,1,42.00,0,0,2026-03-13 11:32:58.182928+00
1107,2025-06-23,linkedin.com / referral,3,1,0,0,0.00,6,5,2026-03-13 11:32:58.182928+00
1108,2025-06-23,m.vk.com / referral,3,2,2,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1053,2025-06-24,facebook / paid,236,235,233,0,0.00,1,0,2026-03-13 11:32:58.182928+00
1063,2025-06-24,(direct) / (none),34,27,22,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1064,2025-06-24,google / organic,25,13,6,0,0.00,1,1,2026-03-13 11:32:58.182928+00
1065,2025-06-24,ig / paid,25,25,25,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1070,2025-06-24,l.instagram.com / referral,17,15,14,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1119,2025-06-24,(not set),2,1,1,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1133,2025-06-24,adsmanager.facebook.com / referral,1,1,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
1134,2025-06-24,bing / organic,1,1,0,0,0.00,0,0,2026-03-13 11:32:58.182928+00
